"DBID"	"LabID"	"OthLabID"	"OthDateCode"	"Problems"	"CRA"	"Error"	"DC13"	"OthMeasures"	"DateMethod"	"Material"	"Species"	"SiteName"	"SiteContext"	"CulturalPeriod"	"SitePhase"	"SiteType"	"AdminRegion"	"Country"	"Longitude"	"Latitude"	"Comments"	"Source"
2538	"P-1527"		"RADON-sample: 10436"		7897	88				"charcoal"	""	"Franchthi Cave"	"Pit F/F-1. Unit 44 B 5, d:4.43/4.47-4.58/4.60"	"Late Mesolithic/Initial Neolithic"	"Ph. X"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1968"	"BramiZanotti2015;DemoulePerles1993;Facorellis2003;Facorellis2013;Hinzetal2012;JacobsenetalFarrand1987;Lawn1971;Perlès2001;ReingruberetalThissen2005;ReingruberetalThissen2009;Weninger2017"
2539	"P-1536"		"RADON-sample: 10438"		8189	78				"charcoal"	""	"Franchthi Cave"	"Pit G-1. Unit 22, d:4.12/4.60-4.39/4.83"	"Mesolithic"	"Ph. IX"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1968"	"BramiZanotti2015;Facorellis2003;Facorellis2013;Hinzetal2012;JacobsenFarrand1987;Lawn1971;Perlès2001;ReingruberetalThissen2005;Trantalidou2014;Weninger2017"
2540	"P-1537"		"RADON-sample: 6081"		6646	79				"charcoal"	""	"Franchthi Cave"	"Pit G-1. Unit 11, d:2.80-3.36/3.60"	"Middle/Late Neolithic"	"FCP 2.3"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1968;Mee et al 2014 provide wrong ID (P-1637)"	"BramiZanotti2015;Facorellis2013;Hinzetal2012;Lawn1971;Meeetal2014;ReingruberThissen2005;ReingruberetalThissen2009;Weninger2017"
2541	"P-1599"			"LowYield"	3110	150				"wood"	"Coniferidae"	"Akrotiri. Thera"	"Door of room belonging to upper story of Minoan building"	"Middle Cycladic II-Late Cycladic I"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Sample Date:1969;sample undersized"	"Fishmanetal1977;KutscheraStadler2000;WeinsteinMichael1978"
2542	"P-1601"				3380	60				"charcoal"	"Olea europaea?"	"Akrotiri. Thera"	"Trench Arvaniti III. erosion soil, base of trench, d:6.00"	"Middle Cycladic III-Late Cycladic I"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Sample Date:1968"	"Fishmanetal1977;Manning1988;WeinsteinMichael1978"
2543	"P-1602"				3420	40				"charcoal"	"Pinus"	"Akrotiri. Thera"	"Trench Arvaniti III. erosion soil, base of trench, d:6.00"	"Middle Cycladic III-Late Cycladic I"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"		"Fishmanetal1977;Manning1988;WeinsteinMichael1978"
2544	"P-1619"			"LowYield;DateConflict"	2990	70				"charcoal"	""	"Akrotiri. Thera"	"Bronos bridge"	""		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Sample Date:1969;undersized sample;Kutschera and Stadler 2000 report value as 2972±71"	"Fishmanetal1977;KutscheraStadler2000;WeinsteinMichael1978"
2545	"P-1630"		"RADON-sample: 6088"		6110	86				"charcoal"	""	"Franchthi Cave"	"F/A Balk. Unit 89 N, d:2.24-2.30"	"Late Neolithic"	"FCP 4"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1969"	"Facorellis2013;Hinzetal2012;Lawn1971;Meeetal2014;Sampsonetal1999;Weninger2017"
2546	"P-1658"				105	44				"charcoal"	""	"Franchthi Cave"	"Area F/A. Unit 10, d:0.60-0.75"	"Modern"		"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1969"	"Facorellis2013;Lawn1971"
2547	"P-1659"		"RADON-sample: 6091"		5163	78				"charcoal"	""	"Franchthi Cave"	"Area F/A. Unit 39, d:1.25-1.55"	"Final Neolithic"	"FCP 5"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1969"	"Facorellis2013;Hinzetal2012;Johnson1999;Lawn1971;Meeetal2014;Sampsonetal1999;Weninger2017"
2548	"P-1660"		"RADON-sample: 6089"		5261	64				"charcoal"	""	"Franchthi Cave"	"F/A Balk. Unit 72 S, d:1.87-1.95"	"Final Neolithic"	"FCP 5"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1969"	"Facorellis2013;Hinzetal2012;Johnson1999;Lawn1971;Meeetal2014;Sampsonetal1999;Weninger2017"
2549	"P-1661"		"EUROEVOL-Sample: 4195"		6156	70				"charcoal"	""	"Franchthi Cave"	"F/A Balk. Unit 97 N, d:2.35-2.40"	"Late Neolithic I"	"FCP 4"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1969"	"Facorellis2013;Lawn1971;Manningetal2015;Meeetal2014;Sampsonetal1999;Weninger2017"
2550	"P-1662"		"RADON-sample: 6085"		6691	81				"charcoal"	""	"Franchthi Cave"	"F/A Balk. Unit 114 N, d:2.75-2.80"	"Late Neolithic"	"FCP 3"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1969"	"BramiZanotti2015;Facorellis2013;FacorellisVardala-Theodorou2015;Hinzetal2012;Lawn1971;Meeetal2014;ReingruberetalThissen2005;Weninger2017"
2551	"P-1663"				36	40				"charcoal"	""	"Franchthi Cave"	"Pit H-1. Unit 22, d:2.00"	"Modern"		"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1969"	"Facorellis2013;Lawn1971"
2552	"P-1664"		"RADON-sample: 10445"		8941	117				"charcoal"	""	"Franchthi Cave"	"Pit H1. Unit A 101, d:4.23-4.30"	"Upper Mesolithic"	"Ph. VIII"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1969"	"BramiZanotti2015;Facorellis2003;Facorellis2013;Hinzetal2012;JacobsenFarrand1987;Lawn1971;Perlès2001;ReingruberetalThissen2005;Weninger2017"
2553	"P-1665"		"RADON-sample: 10456"		9477	134				"charcoal"	""	"Franchthi Cave"	"Pit H1. Unit A 117 P, d:4.50"	"Epipalaeolithic-Mesolithic"		"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1969;collected using water sieving"	"BramiZanotti2015;Facorellis2003;Facorellis2013;Hinzetal2012;JacobsenFarrand1987;Lawn1971;Perlès2001;ReingruberetalThissen2005;Trantalidou2014;Weninger2017"
2554	"P-1666"		"RADON-sample: 10443"		8742	114				"charcoal"	""	"Franchthi Cave"	"Pit H1. Unit A 117 R, d:4.50"	"Mesolithic"	"Ph. VIII"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1969;collected using water sieving"	"BramiZanotti2015;Facorellis2003;Facorellis2013;Hinzetal2012;JacobsenFarrand1987;Lawn1971;Perlès2001;ReingruberetalThissen2005;Weninger2017"
2555	"P-1667"		"RADON-sample: 6078"		7278	86				"charcoal"	""	"Franchthi Cave"	"Pit H. Unit 37 Y, d:3.75"	"Early/Middle Neolithic"	"FCP 1"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1969;NaOH pretreatment"	"BramiZanotti2015;Facorellis2013;Hinzetal2012;JacobsenFarrand1987;Lawn1971;Perlès2001;ReingruberetalThissen2005;ReingruberetalThissen2009;Weninger2017"
2556	"P-1668"				11930	168				"charcoal"	""	"Franchthi Cave"	"Pit H. Unit 71 B 2-3, d:6.65"	"Pleistocene"		"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1969"	"Facorellis2013;Lawn1971"
2557	"P-1671"		"RADON-sample: 6125"		5622	80				"charcoal"	""	"Sesklo A"	"SID:S.68.37. Square E3"	"Late Neolithic"		"settlement"	"Thessaly"	"GR"	"22.843662"	"39.355762"		"Hinzetal2012;Lawn1973;Weninger2017"
2558	"P-1672"				6504	85				"sediment"	""	"Sesklo A"	"SID:S.68.79. Room 12 (burnt level)"	"Middle Neolithic"		"settlement"	"Thessaly"	"GR"	"22.843662"	"39.355762"		"BramiZanotti2015;Lawn1973;ReingruberThissen2005;Weninger2017"
2559	"P-1674"		"RADON-sample: 6123"		6964	92				"charcoal"	""	"Sesklo A"	"SID:S.68.132. post"	"Middle Neolithic"		"settlement"	"Thessaly"	"GR"	"22.843662"	"39.355762"	"Sample from wooden column"	"BramiZanotti2015;Hinzetal2012;Lawn1973;ReingruberThissen2005;Weninger2017"
2560	"P-1675"		"RADON-sample: 6122"		6694	87				"charcoal"	""	"Sesklo A"	"SID:S.68.156. post"	"Middle Neolithic"		"settlement"	"Thessaly"	"GR"	"22.843662"	"39.355762"	"Sample from wooden column"	"BramiZanotti2015;Hinzetal2012;Lawn1973;ReingruberThissen2005;Weninger2017"
2561	"P-1676"		"EUROEVOL-Sample: 4887"		6317	84				"sediment"	""	"Sesklo A"	"SID:S.68.126. Floor"	"Middle Neolithic"		"settlement"	"Thessaly"	"GR"	"22.843662"	"39.355762"	"Sample from wooden column;contained rootlets removed at large by hand"	"BramiZanotti2015;Lawn1973;Manningetal2015;ReingruberThissen2005;Weninger2017"
2562	"P-1677"		"RADON-sample: 6120"	"LowYield"	6741	103				"charcoal"	""	"Sesklo A"	"SID:S.68.36. House 50, deep sounding"	"Middle Neolithic"		"settlement"	"Thessaly"	"GR"	"22.843662"	"39.355762"	"Undersized sample"	"BramiZanotti2015;Hinzetal2012;Lawn1973;ReingruberThissen2005;Weninger2017"
2563	"P-1678"		"RADON-sample: 10528"		7427	78				"charcoal"	""	"Sesklo A"	"SD:S.68.98. Trench 2, 1963 W?"	"Early Neolithic I"		"settlement"	"Thessaly"	"GR"	"22.843662"	"39.355762"	"Provenance questioned by Bloedow 1991"	"BramiZanotti2015;Hinzetal2012;Lawn1973;Perlès2001;ReingruberThissen2005;ReingruberetalThissen2009;Weninger2017"
2564	"P-1679"		"RADON-sample: 6118"		7611	83				"charcoal"	""	"Sesklo A"	"SID:S.63.122. Trench 2, d:3.88"	"Early Neolithic I"		"settlement"	"Thessaly"	"GR"	"22.843662"	"39.355762"		"BramiZanotti2015;Hinzetal2012;Lawn1973;Perlès2001;ReingruberThissen2005;ReingruberetalThissen2009;Weninger2017"
2565	"P-1680"		"RADON-sample: 6117"		7300	93				"charcoal"	""	"Sesklo A"	"SID:S.63.124A. Trench 2, Square B1, d:4.10-4.20"	"Early Neolithic/Pre-Ceramic?"		"settlement"	"Thessaly"	"GR"	"22.843662"	"39.355762"		"BramiZanotti2015;Hinzetal2012;Lawn1973;Perlès2001;ReingruberThissen2005;ReingruberetalThissen2009;Weninger2017"
2566	"P-1681"		"RADON-sample: 6116"		7755	97				"charcoal"	""	"Sesklo A"	"SID:S.63.124B. Trench 2, 124B"	"Early Neolithic/Pre-Ceramic?"		"settlement"	"Thessaly"	"GR"	"22.843662"	"39.355762"	"(Sq.1 to Δ1)?"	"BramiZanotti2015;Hinzetal2012;Lawn1973;Perlès2001;ReingruberThissen2005;ReingruberetalThissen2009;Weninger2017"
2567	"P-1682"				7483	72				"charcoal"	""	"Sesklo A"	"SID:S.63.121. Trench 2, Square B, d:4.32"	"Early Neolithic/Pre-Ceramic?"		"settlement"	"Thessaly"	"GR"	"22.843662"	"39.355762"		"BramiZanotti2015;Lawn1973;Perlès2001;ReingruberThissen2005;ReingruberetalThissen2009;Weninger2017"
2568	"P-1697"			"DateConflict"	3070	60	"0.9"			"seed"	"Vicia faba?"	"Akrotiri (Boudouroglou Mine). Thera"	"Between villages of Akrotiri and Megalochori. in large jar underneath lower volcanic layer of pumice"	""		"modern mine"	"South Aegean"	"GR"	"25.42464"	"36.362709"	"Sample Date:1968;Manning 1988. Kutschera and Stadler 2000 report date as 3072±57"	"Aitken1988;Fishmanetal1977;KutscheraStadler2000;Manning1988;WeinsteinMichael1978"
2569	"P-1757"				2400	40				"charcoal"	""	"Marathon"	"Tumulus"	"Archaic-Classical"		"tumulus"	"Attica"	"GR"	"23.948401"	"38.121235"	"Sample Date:1970"	"Fishmanetal1977"
2570	"P-1758"				2390	60				"charcoal"	""	"Marathon"	"Great burial mound. fire 2"	"Classical"		"tumulus"	"Attica"	"GR"	"23.948401"	"38.121235"	"Sample Date:1970;NaOH pretreatment"	"Fishmanetal1977"
2571	"P-1759"				3230	50				"charcoal"	""	"Marathon"	"Great tumulus"	"Middle Helladic"		"tumulus"	"Attica"	"GR"	"23.948401"	"38.121235"	"Sample Date:1970;NaOH pretreatment"	"Fishmanetal1977"
2572	"P-1784"			"ArchMismatch"	2870	60				"charcoal"	""	"Zakros. Crete"	"NE entrance of palace"	"Middle Minoan I"		"settlement"	"Crete"	"GR"	"26.259924"	"35.100833"	"Sample Date:1969;NaOH pretreatment;inconsistent (Manning 1988)"	"Lawn1975;Manning1988;Myersetal1992"
2573	"P-1824"		"EUROEVOL-Sample: 4192"		6670	70				"charcoal"	""	"Franchthi Cave"	"F/A Balk. Unit 137N, dark brown earth"	"Early/Middle Neolithic"	"FCP 2.2"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1971;underlying P-1922"	"BramiZanotti2015;Facorellis2013;Lawn1974;Manningetal2015;Meeetal2014;ReingruberThissen2005;ReingruberetalThissen2009;Weninger2017"
2574	"P-1827"		"RADON-sample: 10461"		12540	180				"charcoal"	""	"Franchthi Cave"	"Pit H1. Unit A 199, Phase IV, reddish brown earth"	"Upper Palaeolithic"		"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1971;same level as P-1520"	"ElefantiMarshall2015;Facorellis2013;Hinzetal2012;Lawn1974"
2575	"P-1885"			"DateConflict"	3250	50				"seed"	"Fabaceae?"	"Akrotiri. Thera"	"Structure Delta. Room 1, storage jar 3"	"Middle Cycladic II-Late Cycladic Ia"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Sample Date:1970;some seeds has sprouted;Manning 1988. Kutschera and Stadler 2000 report date as 3246±48"	"Aitken1988;Fishmanetal1977;KutscheraStadler2000;Manning1988;WeinsteinMichael1978"
2576	"P-1888"			"DateConflict"	3130	50				"charcoal (short-lived)"	""	"Akrotiri. Thera"	"Structure Delta 2. NE of bedstead"	"Middle Cycladic II-Late Cycladic Ia"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Sample Date:1970;NaOH pretreatment;Manning 1988. Kutschera and Stadler 2000 report date as 3128"	"Aitken1988;Fishmanetal1977;KutscheraStadler2000;Manning1988;WeinsteinMichael1978"
2577	"P-1889"			"DateConflict"	3300	50				"charcoal (short-lived)"	""	"Akrotiri. Thera"	"Structure Delta 1. next to storage jar 5"	"Middle Cycladic II-Late Cycladic Ia"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Sample Date:1970;NaOH pretreatment;Weinstein and Michael 1978. Manning 1988, Kutschera and Stadler 2000 report date as 3298±52"	"Aitken1988;Fishmanetal1977;KutscheraStadler2000;Manning1988;WeinsteinMichael1978"
2578	"P-1890"			"DateConflict"	3340	50				"charcoal"	"Pinus"	"Akrotiri. Thera"	"Structure Beta. Room 5, within destruction level"	"Middle Cycladic II-Late Cycladic Ia"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Sample Date:1969;NaOH pretreatment;Weinstein and Michael report error as 60;Kutschera and Stadler 2000 report date as 3343±62"	"Fishmanetal1977;KutscheraStadler2000;Manning1988;WeinsteinMichael1978"
2579	"P-1891"				3480	70				"charcoal (short-lived)"	""	"Akrotiri. Thera"	"Structure Beta. AK-18, pit dug for modern roof pillar No.11"	"Late Minoan Ia"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Sample Date:1969"	"Fishmanetal1977;WeinsteinMichael1978"
2580	"P-1892"			"DateConflict"	3300	50				"charcoal (short-lived)"	""	"Akrotiri. Thera"	"Bronos bridge. AK-16, Area 6, destruction level"	"Late Minoan Ia"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Sample Date:1969;NaOH pretreatment;Aitken 1988 reports date as 3330;Manning 1988. Weinstein and Michael 1978, Kutschera and Stadler 2000 report date as 3331±52"	"Aitken1988;Fishmanetal1977;KutscheraStadler2000;Manning1988;WeinsteinMichael1978"
2581	"P-1893"				3990	70				"charcoal"	"Pinus"	"Akrotiri. Thera"	"Structure Delta. AK-19, Area E, Room 4, d:2.00"	"Late Minoan Ia (early)"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Sample Date:1970"	"Fishmanetal1977;WeinsteinMichael1978"
2582	"P-1894"			"DateConflict"	3310	70				"charcoal (short-lived)"	""	"Akrotiri. Thera"	"Structure Delta. AK-20, Room 3, under paved floor"	"Late Minoan Ia"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Sample Date:1970;NaOH pretreatment;Manning 1988. Kutschera and Stadler 2000 report date as 3307±65"	"Aitken1988;Fishmanetal1977;KutscheraStadler2000;Manning1988;WeinsteinMichael1978"
2583	"P-1895"			"LowYield;DateConflict"	2290	70				"charcoal (short-lived)"	""	"Akrotiri. Thera"	"Structure Beta. AK-17, pit dug for modern pillar No.2, destruction level"	"Late Minoan Ia"		"settlement"	"South Aegean"	"GR"	"25.402784"	"36.350315"	"Sample Date:1969;undersized sample;Aitken 1988. Weinstein and Michael 1978 report dates as 3320±50 within Structure Gamma;Manning 1988, Kutschera and Stadler 2000 report date as 3324±51"	"Aitken1988;Fishmanetal1977;KutscheraStadler2000;Manning1988;WeinsteinMichael1978"
2584	"P-1920"		"RADON-sample: 6090"		6170	60				"charcoal"	""	"Franchthi Cave"	"F/A Balk. Unit 83S, Dark reddish grey earth"	"Late Neolithic"	"FCP 4"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1971;Underlying P-1660"	"Facorellis2013;FacorellisVardala-Theodorou2015;Hinzetal2012;Lawn1974;Meeetal2014;Sampsonetal1999;Weninger2017"
2585	"P-1921"		"RADON-sample: 10439"		8410	90				"charcoal"	""	"Franchthi Cave"	"F/A Balk. Unit 102S, Dark reddish brown earth"	"Late Neolithic"	"FCP 4"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1971;Underlying P-1920"	"BramiZanotti2015;Facorellis2003;Facorellis2013;Hinzetal2012;Lawn1974;Meeetal2014;Weninger2017"
2586	"P-1922"		"RADON-sample: 6084"		6790	90				"charcoal"	""	"Franchthi Cave"	"F/A Balk. Unit 129N, Dark brown earth"	"Middle Neolithic"	"FCP 2.3-2.4"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1971;same as P-1922A;Avg. of P-1922 and P-1922 A: 6753±56"	"BramiZanotti2015;Facorellis2013;FacorellisVardala-Theodorou2015;Hinzetal2012;Lawn1974;Meeetal2014;ReingruberetalThissen2005;ReingruberetalThissen2009;Weninger2017"
2587	"P-1922A"		"RADON-sample: 6083"		6730	70				"charcoal"	""	"Franchthi Cave"	"F/A Balk. Unit 129N, Dark brown earth"	"Middle Neolithic"	"FCP 2.3-2.4"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1971;same as P-1922;Sample was run with and without NaOH pretreatment;Avg. of P-1922 and P-1922 A:6753±56"	"BramiZanotti2015;FacorellisVardala-Theodorou2015;Hinzetal2012;Lawn1974;Meeetal2014;ReingruberetalThissen2005;ReingruberetalThissen2009"
2588	"P-1923"		"EUROEVOL-Sample: 4149"		11240	140				"charcoal"	""	"Franchthi Cave"	"H-1. Unit A181, Dark red earth"	"Upper Palaeolithic-Epipalaeolithic"		"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1971;overlying P-1520"	"Facorellis2013;FacorellisVardala-Theodorou2015;Lawn1974;Weninger2017"
2589	"P-2045"			"ArchMismatch"	3320	50				"charcoal"	"Cupressus sempervirens?"	"Knossos (Unexplored Mansion)"	"SID:1. basement Room 21, beam or wall cupboard portion, d:2.00 below top of surviving walls"	"Late Minoan II"		"settlement"	"Crete"	"GR"	"25.163548"	"35.302653"	"Sample Date:1972;The date is judged too early for the archaeological context;NaOH pretreatment;re-use of timber?"	"FishmanLaw1978;ManningWeninger1992;Myersetal1992"
2590	"P-2046"			"ArchMismatch"	3820	50				"resin (charred)"	""	"Knossos (Unexplored Mansion)"	"SID:2. doorway between basement Rooms 21 & 33, beam or wall cupboard portion, d:2.00 below top of surviving walls"	"Late Minoan II"		"settlement"	"Crete"	"GR"	"25.163548"	"35.302653"	"Sample Date:1972;The date is judged too early for the archaeological context;NaOH pretreatment"	"FishmanLaw1978;KutscheraStadler2000;ManningetalWeninger1992;Myersetal1992"
2591	"P-2047"			"ArchMismatch"	3930	70				"charcoal"	""	"Knossos (Unexplored Mansion)"	"SID:3. basement Room 31, probably portion of beam, d:2.00 below top of surviving walls"	"Late Minoan II"		"settlement"	"Crete"	"GR"	"25.163548"	"35.302653"	"Sample Date:1972;The date is judged too early for the archaeological context;NaOH pretreatment;re-use of timber?"	"FishmanLaw1978;KutscheraStadler2000;Myersetal1992"
2592	"P-2048"			"ArchMismatch"	4240	70				"charcoal"	"Cupressus sempervirens?"	"Knossos (Unexplored Mansion)"	"SID:4. basement Room 21, beam or wall cupboard portion, d:2.00 below top of surviving walls"	"Late Minoan II"		"settlement"	"Crete"	"GR"	"25.163548"	"35.302653"	"Sample Date:1972;The date is judged too early for the archaeological context;NaOH pretreatment;re-use of timber?"	"FishmanLaw1978;ManningWeninger1992;Myersetal1992"
2593	"P-2048A"			"ArchMismatch"	3460	50				"charcoal"	"Cupressus sempervirens?"	"Knossos (Unexplored Mansion)"	"SID:4. basement Room 21, beam or wall cupboard portion, d:2.00 below top of surviving walls"	"Late Minoan II"		"settlement"	"Crete"	"GR"	"25.163548"	"35.302653"	"Sample Date:1972;The date is judged too early for the archaeological context;portion of P-2048;NaOH pretreatment;Date unexpectedly inconsistent with P-2048"	"FishmanLaw1978;KutscheraStadler2000;ManningetalWeninger1992;Myersetal1992"
2594	"P-2064"				1570	50				"wood"	"Pinus"	"Halieis. Argolid"	"SID:1. Temple of Apollo, beneath floor, d:2.00"	"Roman"		"settlement"	"Peloponnese"	"GR"	"23.152005"	"37.314944"	"Sample Date:1973;underwater sample"	"Lawn1975"
2595	"P-2065"				3110	50				"wood"	"Abies"	"Halieis. Argolid"	"SID:2. area enclosed by city walls, in possible harbor, d:4.50"	"Iron Age"		"settlement"	"Peloponnese"	"GR"	"23.152005"	"37.314944"	"Sample Date:1973;underwater sample"	"Lawn1975"
2596	"P-2066"				2510	50				"charcoal"	"Pistacia"	"Halieis. Argolid"	"SID:3. beneath tile fall of final destruction of building, in middle room, d:1.75"	"Iron Age"		"settlement"	"Peloponnese"	"GR"	"23.152005"	"37.314944"	"Sample Date:1973;underwater sample;NaOH pretreatment"	"Lawn1975"
2597	"P-2067"				2460	60				"charcoal"	"Olea europaea?"	"Halieis. Argolid"	"SID:4. occupation level ofmiddle room of temple, d:1.75"	"Iron Age"		"settlement"	"Peloponnese"	"GR"	"23.152005"	"37.314944"	"Sample Date:1973;underwater sample"	"Lawn1975"
2598	"P-2093"		"RADON-sample: 6079"		6940	90				"charcoal"	""	"Franchthi Cave"	"F/A Balk. Unit 129S, thin gray occupation layer"	"Early Neolithic (late)"	"FCP 1"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1973;overlying P-1526;Conventional processing method;Wrongly reported as P-2903 by Brami and Zanotti 2015. Weninger 2017"	"BramiZanotti2015;Facorellis2013;Hinzetal2012;JacobsenFarrand1987;Lawn1975;Perlès2001;ReingruberetalThissen2009;Weninger2017"
2599	"P-2094"		"RADON-sample: 6074"		7930	100				"charcoal"	""	"Franchthi Cave"	"F/A Balk. Unit 143S, Near middle of relatively thick light gray occupation layer"	"Initial Neolithic"	"Ph. X"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1973;below P-2093"	"BramiZanotti2015;DemoulePerles1993;Facorellis2003;Facorellis2013;FacorellisetalVardala-Theodorou2015;Hinzetal2012;Lawn1975;Perlès2001;ReingruberetalThissen2005;ReingruberetalThissen2009"
2600	"P-2095"		"RADON-sample: 6075"		7981	110				"charcoal"	""	"Franchthi Cave"	"F/A Balk. Unit 146S, Base of relatively thick gray occupation layer (below P-2094)"	"Final Mesolithic-Initial Neolithic"	"Ph. IX/X"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1973;below P-2094;Wrongly reported as P-2905 by Brami and Zanotti 2015. Weninger 2017"	"BramiZanotti2015;Facorellis2003;Facorellis2013;FacorellisVardala-Theodorou2015;Hinzetal2012;Lawn1975;ReingruberetalThissen2005;ReingruberetalThissen2009;Weninger2017"
2601	"P-2096"		"RADON-sample: 10440"		8710	100				"charcoal"	""	"Franchthi Cave"	"F/A Balk. Unit 177N, Near top of layer with considerable crushed shell and animal bone (below P-2095)"	"Upper Mesolithic"	"Ph. VIII"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1973;below P-2095;Avg. of P-2096 and P2106: 8721±67;NaOH pretreatment"	"BramiZanotti2015;Facorellis2003;Facorellis2013;FacorellisVardala-Theodorou2015;Hinzetal2012;JacobsenetalFarrand1987;Lawn1975;Perlès2001;ReingruberetalThissen2005"
2602	"P-2097"		"RADON-sample: 10446"		9150	100				"charcoal"	""	"Franchthi Cave"	"F/A Balk. Unit 197N, small hearth near base of rocky reddish occupation layer"	"Mesolithic"	"Ph. VII/VIII"	"cave"	"Peloponnese"	"GR"	"23.13503"	"37.4183"	"Sample Date:1973;below P-2096. P-2106 and P-2107"	"BramiZanotti2015;Facorellis2003;Facorellis2013;Hinzetal2012;JacobsenFarrand1987;Lawn1975;Perlès2001;ReingruberetalThissen2005;Trantalidou2014"
2603	"P-2098"				1680	50				"stone-fruit"	"Olea europaea"	"Halieis. Argolid"	"SID:4. under rubble wall N of city wall, d:4.85"	"Roman"		"settlement"	"Peloponnese"	"GR"	"23.152005"	"37.314944"	"Sample Date:1973;underwater sample;same area as P-2065"	"Lawn1975"
