"DBID"	"LabID"	"OthLabID"	"OthDateCode"	"Problems"	"CRA"	"Error"	"DC13"	"OthMeasures"	"DateMethod"	"Material"	"Species"	"SiteName"	"SiteContext"	"CulturalPeriod"	"SitePhase"	"SiteType"	"AdminRegion"	"Country"	"Longitude"	"Latitude"	"Comments"	"Source"
1750	"LuS-10939"				3690	40				"bone"	""	"Asine (Acropolis). Argolid"	"Bothros Bs-4. 2307"	""		"settlement"	"Peloponnese"	"GR"	"22.871019"	"37.526595"	"proposed Early Helladic III-Middle Helladic I"	"Macheridis2016"
1751	"LuS-10940"				3700	45				"bone"	""	"Asine (Acropolis). Argolid"	"Bothros Bs-8. 4851"	"Early Helladic III-Middle Helladic I"		"settlement"	"Peloponnese"	"GR"	"22.871019"	"37.526595"	"proposed Early Helladic III-Middle Helladic I"	"Macheridis2016"
1752	"LuS-10941"				3680	40				"bone"	""	"Asine (Acropolis). Argolid"	"Bothros Bs-9. 4655"	"Early Helladic III-Middle Helladic I"		"settlement"	"Peloponnese"	"GR"	"22.871019"	"37.526595"	"proposed Early Helladic III-Middle Helladic I"	"Macheridis2016"
1753	"LuS-10942"				4135	45				"bone"	""	"Asine (Acropolis). Argolid"	"Bothros Bs-21. 2237"	"Early Helladic I (II)"		"settlement"	"Peloponnese"	"GR"	"22.871019"	"37.526595"	"proposed Early Helladic III-Middle Helladic I"	"Macheridis2016"
1754	"LuS-11528"				3730	35				"bone"	""	"Asine (Acropolis). Argolid"	"Bothros Bs-15. 4615"	""		"settlement"	"Peloponnese"	"GR"	"22.871019"	"37.526595"	"proposed Early Helladic III-Middle Helladic I"	"Macheridis2016"
1755	"LuS-11529"				3700	35				"bone"	""	"Asine (Acropolis). Argolid"	"Bothros Bs-15. 4512"	""		"settlement"	"Peloponnese"	"GR"	"22.871019"	"37.526595"	"proposed Early Helladic III-Middle Helladic I"	"Macheridis2016"
1756	"LuS-11530"				3710	35				"bone"	""	"Asine (Acropolis). Argolid"	"Bothros Bs-15. 2856"	""		"settlement"	"Peloponnese"	"GR"	"22.871019"	"37.526595"	"proposed Early Helladic III-Middle Helladic I"	"Macheridis2016"
1757	"LuS-11548"				3725	35				"bone"	""	"Asine (Acropolis). Argolid"	"Bothros Bs-3b. 2402"	"Early Helladic/Middle Helladic I"		"settlement"	"Peloponnese"	"GR"	"22.871019"	"37.526595"	"proposed Early Helladic III-Middle Helladic I"	"Macheridis2016"
1758	"Ly-"			"NoLabID;Environmental;ResEffect"	4775	60				"seashell"	"Cerastoderma edule;Hexaplex trunculus"	"Oeniades. Acheloos Delta"	"OEN 1"	""		"landscape"	"Western Greece"	"GR"	"21.160883"	"38.423961"		"Fouacheetal2005"
1759	"Ly-"			"NoLabID;Environmental;ResEffect"	3765	50				"seashell"	"Cerastoderma edule;Hexaplex trunculus"	"Oeniades. Acheloos Delta"	"OEN 2"	""		"landscape"	"Western Greece"	"GR"	"21.160883"	"38.423961"		"Fouacheetal2005"
1760	"Ly-10072"				1840	35				"charcoal"	""	"Dikili Tash"	"SOND:8. FOSSE:8 IPT:1651, Lot:21, pit, 93/301 107/34/3"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"Submitted by: Berger JF."	"CDRC2016"
1761	"Ly-10089"		"EUROEVOL-Sample: 5296"		4805	40				"bone"	""	"Dikili Tash"	"89/310 104/10/19"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"Manningetal2015;Weninger2017"
1762	"Ly-10090"		"EUROEVOL-Sample: 5292"		5740	45				"bone"	""	"Dikili Tash"	"93/313 102/30/2"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"Manningetal2015;Weninger2017"
1763	"Ly-10330"			"Environmental?"	7200					""	""	"Dikili Tash"		""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1764	"Ly-10331"			"Environmental?"	7150					""	""	"Dikili Tash"		""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1765	"Ly-10332"			"Environmental?"	7030					""	""	"Dikili Tash"		""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1766	"Ly-10333"			"Environmental?"	6875					""	""	"Dikili Tash"		""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1767	"Ly-10334"			"Environmental?"	6960					""	""	"Dikili Tash"		""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1768	"Ly-1061"		"EUROEVOL-Sample: 5281"	"ArchMismatch"	6480	270				"charcoal"	""	"Dikili Tash"	"SID:C 74-1. T24, Level 14, d:1.00"	"Early Helladic I"	"Dikili Tash IIIa"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"Sample Date:1974;The date is judged too old for the archaeological context"	"Evinetal1979;Manningetal2015;Seferiades1983;Treuil1992;Weninger2017"
1769	"Ly-1062"		"EUROEVOL-Sample: 5287"		6100	200				"charcoal"	""	"Dikili Tash"	"SID:C 74-5. T24, Level 16, d:1.85"	"Chalcolithic"	"Dikili Tash II"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"Sample Date:1974"	"Evinetal1979;Manningetal2015;Seferiades1983;Treuil1992;Weninger2017"
1770	"Ly-1063"		"RADON-sample: 10402"		3430	120				"charcoal"	""	"Dikili Tash"	"SID:C 74-6. Q25, Level 2/3, d:1.50"	"Late Helladic"	"Dikili Tash IV?"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"Sample Date:1974"	"Evinetal1979;Hinzetal2012;Seferiades1983;Treuil1992;Weninger2017"
1771	"Ly-1064"		"EUROEVOL-Sample: 5288"		6040	120				"charcoal"	""	"Dikili Tash"	"SID:C 74-7. U24, Level 16, ditch, d:1.75"	"Chalcolithic"	"Dikili Tash II"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"Sample Date:1974"	"Evinetal1979;Manningetal2015;Seferiades1983;Treuil1992;Weninger2017"
1772	"Ly-12081"			"Environmental"	2115					""	""	"Fidokoryphi"	"Ech. 14 FIDO"	""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"CDRC2016"
1773	"Ly-1304"			"ArchMismatch"	2370	230				"charcoal"	""	"Dikili Tash"	"SID:C 75-6. Q24/Q25, Soil 3, Boring A'B'"	"Early Helladic?"	"Dikili Tash IIIb?"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"Sample Date:1975;The date is judged too young"	"Evinetal1979;Manning1995;Seferiades1983;Treuil1983;Treuil1992"
1774	"Ly-1305"				5030	160				"charcoal"	""	"Dikili Tash"	"SID:C 75-7. Boring P24, Soil 2/3"	"Early Helladic Iic"	"Dikili Tash IIIb?"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"Sample Date:1975"	"Evinetal1979;Manning1995;Seferiades1983;Treuil1983;Treuil1992;Weninger2017"
1775	"Ly-1306"			"ArchMismatch"	2870	370				"charcoal"	""	"Dikili Tash"	"SID:C 75-2. Q25/26, Soil 2, Boring B'C'"	"Late Helladic"	"Dikili Tash IV"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"Sample Date:1975;The date is judged too young"	"Evinetal1979;Manning1995;Seferiades1983;Treuil1983;Treuil1992;Weninger2017"
1776	"Ly-13243"			"Environmental?;ResEffect"	3900	70				"shell"	"Cerithium vulgatum"	"Trikala"		""		"open-air site"	"Thessaly"	"GR"	"21.810261"	"39.563313"	"Submitted by Ghilardi M."	"CDRC2016"
1777	"Ly-15543"			"NoCRA"						""	""	"Sidari. Corfou"	"Sidari 2"	""		"open-air site"	"Ionian Islands"	"GR"	"19.702416"	"39.801546"		"CDRC2016"
1778	"Ly-1602"		"RADON-sample: 10398"	"ArchMismatch"	3700	230				"charcoal"	""	"Dikili Tash"	"SID:C 74-2. T24, Level 12"	"Early Helladic I"	"Dikili Tash IIIa"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"Sample Date:1975;The date is judged too young;Same soil as Ly-1061;Measurement in proportional detector"	"Evinetal1979;Hinzetal2012;Seferiades1983;Treuil1992;Weninger2017"
1779	"Ly-1748"			"NoCRA"						"charcoal"	""	"Stathmos Aggistas. Serres"		"Mycenean"		"settlement"	"Central Macedonia"	"GR"	"23.936787"	"41.003861"	"Sample Date:1977;just a mention of being a sample from earliest level"	"Evinetal1983"
1780	"Ly-1749"				940	65				"organic matter"	""	"Stathmos Aggistas. Serres"	"North Sec. Pit 3"	"Late Bronze Age"		"settlement"	"Central Macedonia"	"GR"	"23.936787"	"41.003861"	"Sample Date:1977"	"Evinetal1983"
1781	"Ly-1778"			"ArchMismatch"	3700	270				"charcoal"	""	"Stathmos Aggistas. Serres"	"North Sec. d:2.80"	"Late Bronze Age"		"settlement"	"Central Macedonia"	"GR"	"23.936787"	"41.003861"	"Sample Date:1977;The date is judged too early for the archaeological context"	"Evinetal1983"
1782	"Ly-1779"			"ArchMismatch"	4300	230				"charcoal"	""	"Stathmos Aggistas. Serres"	"North Sec. Pit 3"	"Late Bronze Age"		"settlement"	"Central Macedonia"	"GR"	"23.936787"	"41.003861"	"Sample Date:1977;The date is judged too early for the archaeological context"	"Evinetal1983"
1783	"Ly-2039"			"Environmental"	5205					""	""	"Palaeochora"	"PAL2"	""		"landscape"	"Crete"	"GR"	"23.677261"	"35.232371"		"CDRC2016"
1784	"Ly-2050"	"OxA-"		"Environmental"	1330	35	"3.67"		"AMS"	"carbonate"	""	"Kalafati. Mykonos"	"A 11. Layer:0.50-1.30, d:1.00"	"Medieval"		"beach"	"South Aegean"	"GR"	"25.364467"	"37.416859"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1785	"Ly-2051"	"OxA-"		"Environmental"	3185	45	"3.7"		"AMS"	"carbonate"	""	"Kalafati. Mykonos"	"A 22. Layer:3.00-3.80, d:3.80"	"Iron Age"		"beach"	"South Aegean"	"GR"	"25.364467"	"37.416859"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1786	"Ly-2052"	"OxA-"		"Environmental"	1775	40	"3.51"		"AMS"	"carbonate"	""	"Aghios Ioannis. Mykonos"	"B 11. Layer:0.70-1.25,d:1.25"	"Medieval"		"beach"	"South Aegean"	"GR"	"25.314703"	"37.426921"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1787	"Ly-2053"	"OxA-"		"Environmental"	2465	45	"3.15"		"AMS"	"carbonate"	""	"Aghios Ioannis. Mykonos"	"B 21. Layer:1.45-2.20, d:1.45"	"Hellenistic"		"beach"	"South Aegean"	"GR"	"25.314703"	"37.426921"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1788	"Ly-2058"	"OxA-"		"Environmental"	2265	30	"2.76"		"AMS"	"carbonate"	""	"Aghios Ioannis. Mykonos"	"B 22. Layer:1.45-2.20, d:2.20"	"Roman"		"beach"	"South Aegean"	"GR"	"25.314703"	"37.426921"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1789	"Ly-2059"	"OxA-"		"Environmental"	4860	35	"3.42"		"AMS"	"carbonate"	""	"Aghios Ioannis. Mykonos"	"B 31. Layer:3.50-3.70, d:3.50"	"Early Bronze Age"		"beach"	"South Aegean"	"GR"	"25.314703"	"37.426921"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1790	"Ly-2074"	"Poz-"		"Environmental"	970	35	"3.35"		"AMS"	"carbonate"	""	"Aghios Sostis. Mykonos"	"C 12. Layer:0.00-1.30, d:1.30"	"Medieval"		"beach"	"South Aegean"	"GR"	"25.360442"	"37.480436"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1791	"Ly-2075"	"Poz-"		"Environmental"	1750	25	"3.06"		"AMS"	"carbonate"	""	"Aghios Sostis. Mykonos"	"C 21a. Layer:2.80-3.30, d:3.00"	"Medieval"		"beach"	"South Aegean"	"GR"	"25.360442"	"37.480436"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1792	"Ly-2076"	"Poz-"		"Environmental"	3745	30	"2.72"		"AMS"	"carbonate"	""	"Aghios Sostis. Mykonos"	"C 21b. Layer:2.80-3.30, d:2.80"	"Middle Bronze Age"		"beach"	"South Aegean"	"GR"	"25.360442"	"37.480436"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1793	"Ly-2079"	"Poz-"		"Environmental"	440	25	"2.33"		"AMS"	"carbonate"	""	"Fourni. Delos"	"D 11. Layer:0.00-1.20, d:1.20"	"Modern"		"beach"	"South Aegean"	"GR"	"25.268685"	"37.39165"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1794	"Ly-2080"	"Poz-"		"Environmental"	1700	30	"2.91"		"AMS"	"carbonate"	""	"Fourni. Delos"	"D 21a. Layer:1.70-2.40, d:1.80"	"Medieval"		"beach"	"South Aegean"	"GR"	"25.268685"	"37.39165"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1795	"Ly-2081"	"Poz-"		"Environmental"	2545	25	"1.71"		"AMS"	"carbonate"	""	"Fourni. Delos"	"D 21b. Layer:1.70-2.40, d:1.70"	"Hellenistic"		"beach"	"South Aegean"	"GR"	"25.268685"	"37.39165"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1796	"Ly-2082"	"Poz-"		"Environmental"	1300	25	"2.8"		"AMS"	"carbonate"	""	"Bay west of Kormou Ammos. Rineia"	"E 11. Layer:0.60-1.10, d:0.60"	"Medieval"		"beach"	"South Aegean"	"GR"	"25.209346"	"37.425586"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1797	"Ly-2083"	"Poz-"		"Environmental"	2175	30	"3.02"		"AMS"	"carbonate"	""	"Bay west of Kormou Ammos. Rineia"	"E 22. Layer:1.10-1.50, d:1.50"	"Roman"		"beach"	"South Aegean"	"GR"	"25.209346"	"37.425586"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1798	"Ly-2084"	"Poz-"		"Environmental"	3815	30	"2.65"		"AMS"	"carbonate"	""	"Bay west of Kormou Ammos. Rineia"	"E 32. Layer:3.50-3.60, d:3.60"	"Middle Bronze Age"		"beach"	"South Aegean"	"GR"	"25.209346"	"37.425586"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1799	"Ly-2085"	"Poz-"		"Environmental"	1610	30	"3.2"		"AMS"	"carbonate"	""	"Steni. Rineia"	"F 11. Layer:0.50-1.70, d:1.00"	"Medieval"		"beach"	"South Aegean"	"GR"	"25.234933"	"37.398247"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1800	"Ly-2086"	"Poz-"		"Environmental"	1380	30	"2.82"		"AMS"	"carbonate"	""	"Steni. Rineia"	"F 12. Layer:2.00-2.10, d:2.10"	"Medieval"		"beach"	"South Aegean"	"GR"	"25.234933"	"37.398247"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1801	"Ly-2087"	"Poz-"		"Environmental"	2595	30	"2.94"		"AMS"	"carbonate"	""	"Steni. Rineia"	"F 21. Layer:3.40-3.60, d:3.40"	"Hellenistic"		"beach"	"South Aegean"	"GR"	"25.234933"	"37.398247"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1802	"Ly-2088"	"Poz-"		"Environmental"	1635	25	"4.77"		"AMS"	"carbonate"	""	"Lazaret. Rineia"	"G 12. Layer:1.40-1.60, d:2.00"	"Medieval"		"beach"	"South Aegean"	"GR"	"25.242805"	"37.408452"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1803	"Ly-2089"	"Poz-"		"Environmental"	2775	30	"1.66"		"AMS"	"carbonate"	""	"Lazaret. Rineia"	"G 22. Layer:2.60-3.20, d:3.20"	"Iron Age"		"beach"	"South Aegean"	"GR"	"25.242805"	"37.408452"	"Beach rock"	"Dalongevilleetal2007;Desruellesetal2004"
1804	"Ly-2312"	"OxA-"		"Environmental"	2440	30			"AMS"	"charcoal"	""	"Lechaion. Corinth"	"Core 1. bsl:2.40"	""		"landscape"	"Peloponnese"	"GR"	"22.888784"	"37.92892"		"Morhangeetal2012"
1805	"Ly-2323"	"Poz-"		"Environmental"	1091	38			"AMS"	"charcoal"	""	"Fidokoryphi"	"Core Cp1. d:451-4.63"	""		"landscape"	"Central Macedonia"	"GR"	"23.815303"	"40.91468"		"Lespezetal2016"
1806	"Ly-2378"	"OxA-"		"Environmental"	1070	35			"AMS"	"charcoal"	""	"Lechaion. Corinth"	"Core 1. bsl:0.80"	""		"landscape"	"Peloponnese"	"GR"	"22.888784"	"37.92892"		"Morhangeetal2012"
1807	"Ly-2379"	"OxA-"		"Environmental"	1860	40			"AMS"	"wood"	""	"Lechaion. Corinth"	"Core 1. bsl:1.80"	""		"landscape"	"Peloponnese"	"GR"	"22.888784"	"37.92892"		"Morhangeetal2012"
1808	"Ly-2471"			"Environmental;ResEffect"	2320	160	"1"			"seashell"	"Vermetidae"	"Preveli"		""		"beach"	"Crete"	"GR"	"24.480165"	"35.156192"		"Evinetal1985"
1809	"Ly-2472"			"Environmental;ResEffect"	1420	120	"1"			"seashell"	"Vermetidae"	"Aghia Barbara. Malia"	"ref. code:1"	""		"beach"	"Crete"	"GR"	"25.468563"	"35.293122"		"Evinetal1985"
1810	"Ly-2473"			"Environmental;ResEffect"	22840	450	"0.8"			"seashell"	"Vermetidae"	"Aghia Barbara. Malia"	"ref. code:2"	""		"beach"	"Crete"	"GR"	"25.468563"	"35.293122"		"Evinetal1985"
1811	"Ly-2474"			"Environmental;ResEffect"	25530	440	"0.8"			"seashell"	"Vermetidae"	"Aghia Barbara. Malia"	"ref. code:3"	""		"beach"	"Crete"	"GR"	"25.468563"	"35.293122"		"Evinetal1985"
1812	"Ly-2475"			"Environmental;ResEffect"	5560	160	"1"			"seashell"	"Cardium"	"Palati Cave. Naxos"	"ref. code:1"	""		"beach"	"South Aegean"	"GR"	"25.3615"	"37.098726"	"Grotta Palati"	"Evinetal1985"
1813	"Ly-2476"			"Environmental;ResEffect"	11570	170	"1"			"seashell"	"Vermetidae"	"Akrotiri. Chania"		""		"beach"	"Crete"	"GR"	"24.093102"	"35.547884"		"Evinetal1985"
1814	"Ly-3237"			"Environmental"	620	55				"sediment"	""	"Dikili Tash"	"Core K. d:0.75"	"Medieval"		"landscape"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"dark brown clay with humus"	"Lespezetal2000"
1815	"Ly-4082"			"Environmental"	7265					""	""	"Piraeus"	"Field Code:P1 1224"	""		"open-air site"	"Attica"	"GR"	"23.63437"	"37.935989"		"CDRC2016;Goiranetal2011"
1816	"Ly-4083"			"Environmental"	7460					""	""	"Piraeus"	"Field Code:P1 1376"	""		"open-air site"	"Attica"	"GR"	"23.63437"	"37.935989"		"CDRC2016;Goiranetal2011"
1817	"Ly-4243"				390					""	""	"Argos"	"Agora"	""		"settlement"	"Peloponnese"	"GR"	"22.732248"	"37.63549"		"CDRC2016"
1818	"Ly-4244"				330					""	""	"Argos"	"Agora"	""		"settlement"	"Peloponnese"	"GR"	"22.732248"	"37.63549"		"CDRC2016"
1819	"Ly-5010"				5925	40				"charcoal"	""	"Dikili Tash"	"A-1993. h:57.70 asl"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1820	"Ly-5011"				6115	40				"charcoal"	""	"Dikili Tash"	"A-1993"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1821	"Ly-5012"				6230	40				"charcoal"	""	"Dikili Tash"	"A-1993"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1822	"Ly-5013"				6390	40				"charcoal"	""	"Dikili Tash"	"A-1993"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1823	"Ly-5014"				6260	40				"charcoal"	""	"Dikili Tash"	"A-1993"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1824	"Ly-5015"				6200	40				"charcoal"	""	"Dikili Tash"	"A-1993"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1825	"Ly-5016"				6445	40				"charcoal"	""	"Dikili Tash"	"A-1993. h:54.00 asl"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1826	"Ly-5017"				5410	40				"charcoal"	""	"Dikili Tash"	"A-1993"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1827	"Ly-5018"				7655	45				"charcoal"	""	"Dikili Tash"	"A-1993. above palaeosol, h:52.00 asl"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1828	"Ly-5066"			"Environmental"	3955					""	""	"Mallia"		""		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"		"CDRC2016"
1829	"Ly-5067"			"Environmental"	3500					""	""	"Mallia"		""		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"		"CDRC2016"
1830	"Ly-5068"			"Environmental"	3365					""	""	"Mallia"		""		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"		"CDRC2016"
1831	"Ly-5069"			"Environmental"	3415					""	""	"Mallia"		""		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"		"CDRC2016"
1832	"Ly-5070"			"Environmental"	3315					""	""	"Mallia"		""		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"		"CDRC2016"
1833	"Ly-5071"			"Environmental"	3450					""	""	"Mallia"		""		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"		"CDRC2016"
1834	"Ly-5072"			"Environmental"	3170					""	""	"Mallia"		""		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"		"CDRC2016"
1835	"Ly-5073"			"Environmental"	2365					""	""	"Mallia"		""		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"		"CDRC2016"
1836	"Ly-5074"			"Environmental"	780					""	""	"Mallia"		""		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"		"CDRC2016"
1837	"Ly-5075"			"Environmental"	2770					""	""	"Mallia"		""		"coastal marsh"	"Crete"	"GR"	"25.49627"	"35.288498"		"CDRC2016"
1838	"Ly-522"	"OxA-"		"Environmental"	640	40			"AMS"	"sediment"	""	"Dikili Tash"	"Core K. d:2.10"	"Medieval"		"landscape"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"	"gray-brown clay forming gyttja"	"Lespezetal2000"
1839	"Ly-5442"				385					""	""	"Argos"	"Agora"	""		"settlement"	"Peloponnese"	"GR"	"22.732248"	"37.63549"		"CDRC2016"
1840	"Ly-6001"	"SacA-15570"			4105	30				"fruit (charred)"	""	"Sidirokastro-Katarraktes"	"SID:AN-72. Trench T2, Layer 3, building A2"	"Early Bronze Age II"	"Dikili Tash IIIb"	"cave"	"Central Macedonia"	"GR"	"23.411259"	"41.268107"		"ArvanitiManiatis2018;Maniatis2014;Maniatisetal2016;MyteletsisSyros2010"
1841	"Ly-6001bis"	"SacA-24079"		"Replicated"	4105	30				"fruit (charred)"	""	"Sidirokastro-Katarraktes"	"SID:AN-72a. Trench T2, Layer 3, building A3"	"Early Bronze Age II"	"Dikili Tash IIIb"	"cave"	"Central Macedonia"	"GR"	"23.411259"	"41.268107"	"Same sample as ΑΝ-72"	"Maniatisetal2014;Maniatisetal2016;MyteletsisSyros2010"
1842	"Ly-6002"	"SacA-15571"			5350	35				"charcoal"	""	"Sidirokastro-Katarraktes"	"SID:AN-13. Trench ΛΑ3, Layer 7, alt:96.07-95.97"	"Late Neolithic II"	"Dikili Tash II"	"cave"	"Central Macedonia"	"GR"	"23.411259"	"41.268107"		"Maniatisetal2014;Maniatisetal2016;MyteletsisSyros2010"
1843	"Ly-6003"	"SacA-15572"			4465	35				"charcoal"	""	"Sidirokastro-Katarraktes"	"SID:AN-17. Trench IH7, Layer 6, alt:96.76-96.74"	"Early Bronze Age I"	"Dikili Tash IIIa"	"cave"	"Central Macedonia"	"GR"	"23.411259"	"41.268107"		"ArvanitiManiatis2018;Maniatis2014;Maniatisetal2014;Maniatisetal2016;MyteletsisSyros2010"
1844	"Ly-6004"	"SacA-15573"			4635	30				"charcoal"	""	"Sidirokastro-Katarraktes"	"SID:AN-38. Trench E4, Layer 3, building 84, alt:96.85"	"Early Bronze Age I"	"Dikili Tash IIIa"	"cave"	"Central Macedonia"	"GR"	"23.411259"	"41.268107"		"Maniatisetal2016;MyteletsisSyros2010"
1845	"Ly-6005"	"SacA-15574"			5440	30				"charcoal"	""	"Sidirokastro-Katarraktes"	"SID:AN-12. Trench ΛA 3, Layer 6, alt:96.78"	"Late Neolithic II"	"Dikili Tash II"	"cave"	"Central Macedonia"	"GR"	"23.411259"	"41.268107"	"same as Lyon-6005bis"	"Maniatisetal2014;Maniatisetal2016;MyteletsisSyros2010"
1846	"Ly-6005bis"	"SacA-24080"		"Replicated"	5350	35				"charcoal"	""	"Sidirokastro-Katarraktes"	"SID:AN-12a. Trench ΛA 3, Layer 6, alt:96.79"	"Late Neolithic II"		"cave"	"Central Macedonia"	"GR"	"23.411259"	"41.268107"	"same as Lyon-6005"	"Maniatisetal2014;Maniatisetal2016;MyteletsisSyros2010"
1847	"Ly-6006"				6290	35				"charcoal"	""	"Dikili Tash"	"B-1993"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1848	"Ly-6007"				6190	40				"charcoal"	""	"Dikili Tash"	"B-1993"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1849	"Ly-6008"				6340	35				"charcoal"	""	"Dikili Tash"	"B-1993"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1850	"Ly-6009"				6205	35				"charcoal"	""	"Dikili Tash"	"B-1993"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1851	"Ly-6010"				6770	40				"seed"	""	"Dikili Tash"	"B-1993. 1.80 above palaeosol"	""		"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"CDRC2016"
1852	"Ly-6011"	"SacA-15580"			5620	35				"charcoal"	""	"Dikili Tash"	"SID:2045-003. Sector 2, Unit 2045, alt:55.00-55.13"	"Late Neolithic II"	"Dikili Tash II"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"Maniatisetal2014;Maniatisetal2016"
1853	"Ly-6012"	"SacA-15581"			4445	30				"fruit (charred)"	""	"Dikili Tash"	"SID:6010-003. Sector 6, Unit 6021, alt:63.79"	"Early Bronze Age I"	"Dikili Tash IIIa"	"settlement"	"Eastern Macedonia and Thrace"	"GR"	"24.312335"	"41.007211"		"ArvanitiManiatis2018;Maniatisetal2014;Maniatisetal2016"
